    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y
140           -0.48339099        -0.50318868        -0.54662098
141           -0.25000018        -0.27246921        -0.43347543
142           -0.98197130        -0.98567652        -0.98120018
143           -0.97417047        -0.95854019        -0.97042649
144           -0.98154969        -0.97657056        -0.96611198
145           -0.65928639        -0.41190972        -0.67875035
146           -0.79326697        -0.47614500        -0.61857991
147           -0.68684396        -0.21779972        -0.63291635
    fBodyGyro-mean()-Z fBodyAccMag-mean() fBodyBodyAccJerkMag-mean()
1          -0.25594094       -0.128623451              -0.0571194000
2          -0.45359721       -0.352395945              -0.4426521625
3          -0.03186943        0.096584534               0.0262184949
4          -0.95131554       -0.947782923              -0.9852621268
5          -0.98060501       -0.985994855              -0.9925197242
6          -0.90930272       -0.861767648              -0.9333003608
7          -0.39665991       -0.324289428              -0.1690643528
8          -0.24860112       -0.145318539              -0.1895111369
9          -0.08749447        0.293424827               0.2222474096
10         -0.95981482       -0.961273748              -0.9838746989
11         -0.96143364       -0.967318312              -0.9786125430
12         -0.96267189       -0.975110196              -0.9853741148
13         -0.41812622       -0.290031535              -0.1867645170
14         -0.43150336       -0.315866079              -0.4129208985
15         -0.30286646        0.028941320              -0.0494779773
16         -0.93496796       -0.904185726              -0.9658888917
17         -0.91617254       -0.926968932              -0.9486274677
18         -0.96234196       -0.965524275              -0.9759495979
19         -0.60138113       -0.450804558              -0.3185878110
20         -0.35076574       -0.276825498              -0.3974062850
21         -0.31830648       -0.019074335              -0.1752952866
22         -0.93377689       -0.929002095              -0.9625007338
23         -0.91528096       -0.917614015              -0.9561392836
24         -0.96147926       -0.939389701              -0.9622871254
25         -0.21312703       -0.304992489              -0.2694816611
26         -0.13980139       -0.169261525              -0.2646749390
27         -0.03417503        0.155742169               0.0091839426
28         -0.93800343       -0.936290605              -0.9644403023
29         -0.90719084       -0.904641392              -0.9418259030
30         -0.96320295       -0.962234984              -0.9773563798
31         -0.20357546       -0.201386608              -0.0554014233
32         -0.04641421       -0.081947940              -0.1698682345
33          0.15284525        0.395958035               0.2438342588
34         -0.93476490       -0.935750391              -0.9483486536
35         -0.94323960       -0.945949804              -0.9559140054
36         -0.93263661       -0.912351652              -0.9486554711
37         -0.36673362       -0.151243650              -0.0384187299
38         -0.40815027       -0.378618762              -0.4547832475
39         -0.29960027        0.218911066               0.0673898861
40         -0.94741993       -0.908956776              -0.9709541842
41         -0.95716506       -0.945611450              -0.9674178883
42         -0.95690531       -0.927976881              -0.9680662592
43         -0.13290220       -0.095217283              -0.1238344098
44          0.16597419       -0.130264519              -0.1318505675
45          0.02774981        0.301626757               0.3315284599
46         -0.96179868       -0.947981783              -0.9809322924
47         -0.97551228       -0.953746071              -0.9797458720
48         -0.96746124       -0.932279646              -0.9617928524
49         -0.24022251       -0.318801023              -0.3168707156
50         -0.32769867       -0.372890349              -0.4195331086
51         -0.25068659        0.222203941               0.0071687788
52         -0.94031231       -0.897718197              -0.9530504408
53         -0.94151034       -0.946330172              -0.9632428840
54         -0.95981501       -0.926604295              -0.9543205856
55         -0.10853003       -0.093023742               0.0205189517
56         -0.26276337       -0.166866722              -0.1535531474
57          0.03913668        0.220115703               0.1569780471
58         -0.96539547       -0.955281011              -0.9859008011
59         -0.95091573       -0.940110167              -0.9516336905
60         -0.96975578       -0.950848109              -0.9685611216
61         -0.39829334       -0.458514063              -0.3951161342
62         -0.67467188       -0.336061027              -0.4759285017
63         -0.27345911        0.090280758              -0.0974549966
64         -0.95445382       -0.953066009              -0.9753153315
65         -0.98076297       -0.982255414              -0.9886365953
66         -0.96143442       -0.973994005              -0.9769407746
67         -0.31728248       -0.153116003              -0.0299124253
68         -0.40608094       -0.290005419              -0.3208844625
69         -0.21276736        0.148017269               0.0769968373
70         -0.95571818       -0.955944253              -0.9717152686
71         -0.95260195       -0.945217803              -0.9608590095
